term,estimate,conf.low,conf.high,statistic,p.value
(Intercept),-0.0029473080334741506,-0.6546374264053699,0.6487428103384215,-0.010075091564075024,0.992159283418519
comm_PC1,0.290440434107039,0.0037571290905406562,0.5771237391235373,2.0495305509178796,0.04721300838709916
