r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.019322581313615982,-0.02737634338573569,1.6422547962076175,0.413769298501305,0.5270249342485748,1,-42.99902480015475,91.9980496003095,95.40453224809696,56.637017129005386,21,23
