term,estimate,conf.low,conf.high,statistic,p.value
(Intercept),0.06106778941574564,-0.5682731039205633,0.6904086827520546,0.22560261236211365,0.8274267262568127
comm_PC1,0.28377941839100707,-0.31806871070889886,0.885627547490913,0.9573002863036632,0.34499667822296365
comm_PC2,0.3044172904191498,-0.2672372047537904,0.87607178559209,1.0796698993542522,0.28740706534699084
comm_PC3,0.24434555969206898,-0.305378533933483,0.7940696533176209,0.92842716996576935,0.36448455011269143
comm_PC4,0.3672332119538716,-0.13592949582141867,0.8703959197291619,1.4822457703681762,0.14731947766859482
comm_PC5,-0.06866427719184144,-0.560442221156424,0.42311366677274104,-0.2897030860003146,0.7747785674888861
comm_PC6,-0.13654528141207614,-0.6469735744897767,0.37388301166562443,-0.5424886209590739,0.590816037888347
