effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.07428007429057139,0.27180162151505327,0.2732878261598506,9.817112300772422,0.7902949424846564,-0.5328644574238681,0.6814246060050109
fixed,HELLINGER_PC1,0.3111636323612445,0.10770077150171506,2.8891495206818405,25.159258519063915,0.00783838160422457,0.08942091464960808,0.5329063500728809
