effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high,exp_est,exp_low,exp_high
fixed,(Intercept),4.579625023574687,0.11201956128937196,40.88236885470812,0,4.360070717883541,4.799179329265833,97.47783546285967,78.26266879769,121.41073838265022
fixed,treatment3,-0.13512955839866225,0.18404631292525114,-0.7342149714976577,0.46281773023984407,-0.49585370321954303,0.22559458642221852,0.87360272178614,0.6090507367174517,1.2530675516877405
fixed,treatment6,-0.15139565529585702,0.22181347901699824,-0.682535867372853,0.4949001709851636,-0.5861420854547045,0.28335077486299043,0.8595075626563431,0.5564699625054621,1.327570758603518
