effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.09796863675802023,0.29160252731579156,0.3359663500170041,13.35895622800968,0.7421145921603196,-0.5302839282315125,0.726221201747553
fixed,SQRT_CS_PC1,0.30056052521153087,0.11637333635398961,2.5827267192655925,33.412951868056574,0.014363846699775817,0.06390830472768441,0.5372127456953774
