richness,shannon,k,design
16,2.0575103511114143,1,SS
14,2.063051991786071,1,SS
14,1.8300096871913039,1,SS
18,2.3191037760126774,1,SS
19,2.2083376835547637,1,SS
17,2.055852675615739,1,SS
21,2.138457804860807,1,SS
16,1.7350258609461,1,SS
16,2.3748778802473525,1,SS
17,2.055852675615739,1,SS
16,2.4230153337695826,1,SS
21,2.138457804860807,1,SS
15,1.8407584235341503,1,SS
14,2.131973932104366,1,SS
16,1.7350258609461,1,SS
16,1.7350258609461,1,SS
19,2.05485698514382,1,SS
19,2.05485698514382,1,SS
18,2.3191037760126774,1,SS
16,1.6340202555132686,1,SS
16,1.7350258609461,1,SS
16,1.7350258609461,1,SS
16,2.2564603724316465,1,SS
17,1.7599292491210714,1,SS
16,1.7350258609461,1,SS
18,2.3191037760126774,1,SS
17,2.0843101440853813,1,SS
14,2.131973932104366,1,SS
19,2.2083376835547637,1,SS
14,2.480679552334819,1,SS
16,1.6340202555132686,1,SS
17,2.055852675615739,1,SS
19,1.9412612493485484,1,SS
16,2.1056529002529394,1,SS
19,2.2693878126601317,1,SS
19,2.2083376835547637,1,SS
14,2.199193235357044,1,SS
16,1.7350258609461,1,SS
10,2.099856142961591,1,SS
14,2.480679552334819,1,SS
16,1.6340202555132686,1,SS
21,2.3709861056346786,1,SS
14,2.131973932104366,1,SS
14,2.199193235357044,1,SS
16,1.7350258609461,1,SS
18,2.3191037760126774,1,SS
20,2.319280249505147,1,SS
14,2.199193235357044,1,SS
18,2.4635522955740115,1,SS
14,2.199193235357044,1,SS
18,2.3191037760126774,1,SS
12,2.259108304016443,1,SS
16,2.14327660778363,1,SS
15,1.8407584235341503,1,SS
15,1.875108090336245,1,SS
18,2.011482674722674,1,SS
18,2.3191037760126774,1,SS
15,1.875108090336245,1,SS
15,1.875108090336245,1,SS
18,2.3191037760126774,1,SS
14,1.8300096871913039,1,SS
15,1.8407584235341503,1,SS
13,2.0985199898536386,1,SS
14,2.063051991786071,1,SS
13,2.0985199898536386,1,SS
19,2.2083376835547637,1,SS
15,1.8407584235341503,1,SS
16,1.7350258609461,1,SS
16,1.6340202555132686,1,SS
19,2.2083376835547637,1,SS
17,1.7599292491210714,1,SS
15,1.8407584235341503,1,SS
12,2.259108304016443,1,SS
16,1.6340202555132686,1,SS
16,2.1056529002529394,1,SS
16,1.6340202555132686,1,SS
16,1.6340202555132686,1,SS
17,2.055852675615739,1,SS
13,2.0985199898536386,1,SS
17,2.055852675615739,1,SS
17,2.397974877264805,1,SS
19,2.05485698514382,1,SS
21,2.3709861056346786,1,SS
15,2.0842514400535004,1,SS
15,1.875108090336245,1,SS
13,2.0985199898536386,1,SS
17,2.055852675615739,1,SS
15,2.0842514400535004,1,SS
15,2.0842514400535004,1,SS
15,1.875108090336245,1,SS
15,1.875108090336245,1,SS
18,2.4635522955740115,1,SS
13,2.0985199898536386,1,SS
16,2.045011898613822,1,SS
25,2.2967065329746044,2,SL
21,2.2316342580117623,2,SL
23,2.1397435324503453,2,SL
20,2.380287394550351,2,SL
23,2.1397435324503453,2,SL
24,2.497050533315051,2,SL
15,2.4876827291695225,2,SL
19,2.250799008856723,2,SL
23,2.08974214414963,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
25,2.561166154827565,2,SL
23,2.1397435324503453,2,SL
21,2.2251532430390255,2,SL
21,2.4476564338682723,2,SL
24,2.6373774226138957,2,SL
19,2.341956768445695,2,SL
15,2.4876827291695225,2,SL
22,2.429693117973536,2,SL
22,2.429693117973536,2,SL
22,2.5014842129445185,2,SL
25,2.2967065329746044,2,SL
22,2.0555652578181878,2,SL
22,2.5014842129445185,2,SL
23,2.799385723552407,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
23,2.08974214414963,2,SL
19,2.250799008856723,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
22,2.429693117973536,2,SL
24,2.489075570941682,2,SL
23,2.08974214414963,2,SL
15,2.4876827291695225,2,SL
25,2.238376997130452,2,SL
22,2.480506184839275,2,SL
22,2.429693117973536,2,SL
15,2.4876827291695225,2,SL
25,2.238376997130452,2,SL
22,2.444844034896002,2,SL
21,2.6592578711517407,2,SL
15,2.4876827291695225,2,SL
23,2.162933198277431,2,SL
25,2.561166154827565,2,SL
22,2.3565680589857076,2,SL
25,2.561166154827565,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
22,2.5014842129445185,2,SL
20,2.380287394550351,2,SL
15,2.4876827291695225,2,SL
25,2.5907277287895276,2,SL
19,2.341956768445695,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
21,2.2316342580117623,2,SL
22,2.0555652578181878,2,SL
25,2.561166154827565,2,SL
21,2.4333806153126387,2,SL
23,2.1397435324503453,2,SL
21,2.2316342580117623,2,SL
25,2.2066318805240748,2,SL
25,2.561166154827565,2,SL
25,2.2066318805240748,2,SL
22,2.480506184839275,2,SL
23,2.1397435324503453,2,SL
25,2.2066318805240748,2,SL
23,2.1397435324503453,2,SL
24,2.497050533315051,2,SL
24,2.6373774226138957,2,SL
19,2.341956768445695,2,SL
21,2.4333806153126387,2,SL
23,2.1397435324503453,2,SL
24,2.497050533315051,2,SL
25,2.2066318805240748,2,SL
22,2.429693117973536,2,SL
25,2.5907277287895276,2,SL
15,2.4876827291695225,2,SL
23,2.5160619323780358,2,SL
22,2.3565680589857076,2,SL
23,2.162933198277431,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
24,2.4215384745334982,2,SL
22,2.460624649298153,2,SL
19,2.341956768445695,2,SL
25,2.561166154827565,2,SL
23,2.799385723552407,2,SL
23,2.571147230885296,2,SL
25,2.2967065329746044,2,SL
22,2.5014842129445185,2,SL
21,2.4238658061887777,2,SL
22,2.3952287498663085,2,SL
22,2.5014842129445185,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
22,2.5014842129445185,2,SL
20,2.3498479890838673,2,SL
24,2.489075570941682,2,SL
15,2.4876827291695225,2,SL
24,2.4546302083501312,2,SL
22,2.429693117973536,2,SL
25,2.575166154742434,2,SL
15,2.4876827291695225,2,SL
21,2.6592578711517407,2,SL
23,2.1397435324503453,2,SL
25,2.561166154827565,2,SL
22,2.480506184839275,2,SL
24,2.489075570941682,2,SL
25,2.561166154827565,2,SL
21,2.4238658061887777,2,SL
20,2.3498479890838673,2,SL
25,2.561166154827565,2,SL
22,2.5014842129445185,2,SL
24,2.489075570941682,2,SL
23,2.571147230885296,2,SL
25,2.561166154827565,2,SL
25,2.561166154827565,2,SL
21,2.4476564338682723,2,SL
21,2.2251532430390255,2,SL
21,2.6592578711517407,2,SL
25,2.575166154742434,2,SL
21,2.2316342580117623,2,SL
15,2.4876827291695225,2,SL
19,2.341956768445695,2,SL
23,2.799385723552407,2,SL
22,2.7157993047496936,2,SL
25,2.5907277287895276,2,SL
15,2.4876827291695225,2,SL
25,2.5907277287895276,2,SL
23,2.1397435324503453,2,SL
24,2.497050533315051,2,SL
25,2.1795948639045166,2,SL
20,2.3498479890838673,2,SL
23,2.1397435324503453,2,SL
22,2.7157993047496936,2,SL
20,2.3498479890838673,2,SL
25,2.238376997130452,2,SL
25,2.561166154827565,2,SL
22,2.5014842129445185,2,SL
22,2.3565680589857076,2,SL
25,2.575166154742434,2,SL
23,2.1397435324503453,2,SL
22,2.3952287498663085,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
22,2.429693117973536,2,SL
23,2.1397435324503453,2,SL
23,2.571147230885296,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
19,2.341956768445695,2,SL
22,2.3952287498663085,2,SL
21,2.2251532430390255,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
21,2.2251532430390255,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
25,2.2066318805240748,2,SL
22,2.3952287498663085,2,SL
24,2.4546302083501312,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
24,2.4546302083501312,2,SL
19,2.341956768445695,2,SL
21,2.4333806153126387,2,SL
25,2.561166154827565,2,SL
20,2.3498479890838673,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
25,2.561166154827565,2,SL
21,2.4476564338682723,2,SL
25,2.575166154742434,2,SL
15,2.4876827291695225,2,SL
22,2.294121760098123,2,SL
25,2.5907277287895276,2,SL
24,2.4546302083501312,2,SL
21,2.6592578711517407,2,SL
21,2.4333806153126387,2,SL
22,2.5014842129445185,2,SL
25,2.2066318805240748,2,SL
15,2.4876827291695225,2,SL
23,2.799385723552407,2,SL
22,2.5014842129445185,2,SL
19,2.250799008856723,2,SL
19,2.341956768445695,2,SL
22,2.429693117973536,2,SL
22,2.5014842129445185,2,SL
15,2.4876827291695225,2,SL
25,2.561166154827565,2,SL
22,2.0555652578181878,2,SL
21,2.2251532430390255,2,SL
23,2.1397435324503453,2,SL
24,2.497050533315051,2,SL
25,2.1795948639045166,2,SL
15,2.4876827291695225,2,SL
22,2.3952287498663085,2,SL
19,2.250799008856723,2,SL
22,2.460624649298153,2,SL
21,2.2316342580117623,2,SL
23,2.571147230885296,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
21,2.4476564338682723,2,SL
25,2.561166154827565,2,SL
23,2.162933198277431,2,SL
15,2.4876827291695225,2,SL
22,2.429693117973536,2,SL
15,2.4876827291695225,2,SL
22,2.444844034896002,2,SL
25,2.561166154827565,2,SL
21,2.6592578711517407,2,SL
24,2.489075570941682,2,SL
15,2.4876827291695225,2,SL
19,2.341956768445695,2,SL
23,2.5160619323780358,2,SL
25,2.561166154827565,2,SL
23,2.1397435324503453,2,SL
21,2.4238658061887777,2,SL
23,2.1397435324503453,2,SL
24,2.4546302083501312,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
25,2.561166154827565,2,SL
25,2.561166154827565,2,SL
21,2.2251532430390255,2,SL
25,2.2967065329746044,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
21,2.2251532430390255,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
23,2.6183863069350255,2,SL
21,2.4476564338682723,2,SL
22,2.5014842129445185,2,SL
23,2.1397435324503453,2,SL
21,2.6592578711517407,2,SL
23,2.1397435324503453,2,SL
21,2.4476564338682723,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
21,2.2251532430390255,2,SL
25,2.2066318805240748,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
25,2.2967065329746044,2,SL
23,2.5160619323780358,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
23,2.5160619323780358,2,SL
15,2.4876827291695225,2,SL
25,2.1795948639045166,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
22,2.7157993047496936,2,SL
22,2.429693117973536,2,SL
25,2.2967065329746044,2,SL
21,2.4333806153126387,2,SL
21,2.4238658061887777,2,SL
22,2.7235837958897946,2,SL
22,2.0555652578181878,2,SL
19,2.341956768445695,2,SL
22,2.5014842129445185,2,SL
22,2.429693117973536,2,SL
22,2.5014842129445185,2,SL
21,2.2251532430390255,2,SL
15,2.4876827291695225,2,SL
25,2.2066318805240748,2,SL
25,2.2967065329746044,2,SL
23,2.1397435324503453,2,SL
24,2.4546302083501312,2,SL
25,2.575166154742434,2,SL
21,2.4333806153126387,2,SL
21,2.2251532430390255,2,SL
19,2.341956768445695,2,SL
15,2.4876827291695225,2,SL
19,2.250799008856723,2,SL
25,2.2066318805240748,2,SL
25,2.2066318805240748,2,SL
23,2.08974214414963,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
19,2.341956768445695,2,SL
15,2.4876827291695225,2,SL
20,2.380287394550351,2,SL
15,2.4876827291695225,2,SL
22,2.0555652578181878,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
25,2.561166154827565,2,SL
23,2.08974214414963,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
22,2.480506184839275,2,SL
24,2.489075570941682,2,SL
23,2.08974214414963,2,SL
19,2.341956768445695,2,SL
22,2.429693117973536,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
25,2.561166154827565,2,SL
23,2.08974214414963,2,SL
22,2.3952287498663085,2,SL
19,2.250799008856723,2,SL
22,2.429693117973536,2,SL
22,2.0555652578181878,2,SL
23,2.1397435324503453,2,SL
25,2.5907277287895276,2,SL
23,2.799385723552407,2,SL
23,2.1397435324503453,2,SL
19,2.250799008856723,2,SL
25,2.561166154827565,2,SL
21,2.4333806153126387,2,SL
22,2.7235837958897946,2,SL
25,2.2066318805240748,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
22,2.7235837958897946,2,SL
23,2.6183863069350255,2,SL
21,2.6592578711517407,2,SL
23,2.1397435324503453,2,SL
22,2.429693117973536,2,SL
23,2.08974214414963,2,SL
15,2.4876827291695225,2,SL
25,2.1795948639045166,2,SL
22,2.3952287498663085,2,SL
23,2.6183863069350255,2,SL
21,2.2251532430390255,2,SL
15,2.4876827291695225,2,SL
20,2.3498479890838673,2,SL
23,2.799385723552407,2,SL
21,2.1803897626494755,2,SL
22,2.480506184839275,2,SL
22,2.7235837958897946,2,SL
25,2.561166154827565,2,SL
23,2.1397435324503453,2,SL
23,2.571147230885296,2,SL
15,2.4876827291695225,2,SL
22,2.5014842129445185,2,SL
21,2.2251532430390255,2,SL
25,2.1795948639045166,2,SL
21,2.2316342580117623,2,SL
21,2.4476564338682723,2,SL
21,2.4333806153126387,2,SL
23,2.571147230885296,2,SL
21,2.2251532430390255,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
21,2.4333806153126387,2,SL
22,2.0555652578181878,2,SL
25,2.575166154742434,2,SL
25,2.5907277287895276,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
21,2.6592578711517407,2,SL
25,2.2967065329746044,2,SL
22,2.480506184839275,2,SL
15,2.4876827291695225,2,SL
22,2.429693117973536,2,SL
23,2.1397435324503453,2,SL
25,2.2967065329746044,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
15,2.4876827291695225,2,SL
19,2.250799008856723,2,SL
21,2.2251532430390255,2,SL
23,2.6183863069350255,2,SL
23,2.1397435324503453,2,SL
25,2.2967065329746044,2,SL
22,2.5014842129445185,2,SL
25,2.2066318805240748,2,SL
25,2.1795948639045166,2,SL
23,2.1397435324503453,2,SL
25,2.2066318805240748,2,SL
22,2.444844034896002,2,SL
25,2.561166154827565,2,SL
21,2.4333806153126387,2,SL
23,2.08974214414963,2,SL
22,2.444844034896002,2,SL
21,2.4333806153126387,2,SL
25,2.2967065329746044,2,SL
25,2.561166154827565,2,SL
15,2.4876827291695225,2,SL
22,2.3565680589857076,2,SL
24,2.497050533315051,2,SL
22,2.294121760098123,2,SL
24,2.489075570941682,2,SL
24,2.4546302083501312,2,SL
19,2.341956768445695,2,SL
23,2.162933198277431,2,SL
21,2.1803897626494755,2,SL
22,2.429693117973536,2,SL
22,2.7157993047496936,2,SL
20,2.3498479890838673,2,SL
21,2.4333806153126387,2,SL
25,2.561166154827565,2,SL
21,2.4333806153126387,2,SL
25,2.2967065329746044,2,SL
25,2.561166154827565,2,SL
25,2.561166154827565,2,SL
25,2.2066318805240748,2,SL
21,2.4333806153126387,2,SL
22,2.480506184839275,2,SL
22,2.429693117973536,2,SL
22,2.3565680589857076,2,SL
23,2.799385723552407,2,SL
23,2.799385723552407,2,SL
21,2.2251532430390255,2,SL
20,2.3498479890838673,2,SL
25,2.2967065329746044,2,SL
23,2.08974214414963,2,SL
22,2.7157993047496936,2,SL
22,2.5014842129445185,2,SL
23,2.1397435324503453,2,SL
25,2.575166154742434,2,SL
21,2.2251532430390255,2,SL
23,2.08974214414963,2,SL
22,2.5014842129445185,2,SL
21,2.4333806153126387,2,SL
23,2.1397435324503453,2,SL
19,2.341956768445695,2,SL
25,2.5907277287895276,2,SL
24,2.497050533315051,2,SL
23,2.1397435324503453,2,SL
21,2.4333806153126387,2,SL
19,2.341956768445695,2,SL
15,2.4876827291695225,2,SL
15,2.4876827291695225,2,SL
25,2.561166154827565,2,SL
24,2.497050533315051,2,SL
15,2.4876827291695225,2,SL
23,2.799385723552407,2,SL
15,2.4876827291695225,2,SL
23,2.1397435324503453,2,SL
25,2.2066318805240748,2,SL
19,2.341956768445695,2,SL
24,2.489075570941682,2,SL
19,2.341956768445695,2,SL
22,2.429693117973536,2,SL
19,2.341956768445695,2,SL
21,2.4476564338682723,2,SL
21,2.4476564338682723,2,SL
23,2.1397435324503453,2,SL
23,2.1397435324503453,2,SL
25,2.575166154742434,2,SL
25,2.561166154827565,2,SL
21,2.4476564338682723,2,SL
22,2.3565680589857076,2,SL
25,2.561166154827565,2,SL
25,2.2066318805240748,2,SL
15,2.4876827291695225,2,SL
25,2.561166154827565,2,SL
22,2.429693117973536,2,SL
21,2.4238658061887777,2,SL
22,2.7235837958897946,2,SL
25,2.2066318805240748,2,SL
22,2.444844034896002,2,SL
21,2.1803897626494755,2,SL
22,2.3952287498663085,2,SL
20,2.380287394550351,2,SL
23,2.08974214414963,2,SL
22,2.429693117973536,2,SL
21,2.4333806153126387,2,SL
23,2.1397435324503453,2,SL
25,2.561166154827565,2,SL
25,2.2967065329746044,2,SL
21,2.4333806153126387,2,SL
23,2.08974214414963,2,SL
15,2.4876827291695225,2,SL
23,2.162933198277431,2,SL
23,2.1397435324503453,2,SL
25,2.2967065329746044,2,SL
21,2.4333806153126387,2,SL
20,2.3498479890838673,2,SL
22,2.429693117973536,2,SL
25,2.2967065329746044,2,SL
24,2.4546302083501312,2,SL
23,2.1397435324503453,2,SL
23,2.08974214414963,2,SL
22,2.480506184839275,2,SL
24,2.4215384745334982,2,SL
22,2.0555652578181878,2,SL
25,2.2066318805240748,2,SL
21,2.2251532430390255,2,SL
25,2.561166154827565,2,SL
23,2.1397435324503453,2,SL
22,2.294121760098123,2,SL
21,2.166123736307587,2,SS
23,2.459921082196073,2,SS
23,2.0582962533711062,2,SS
20,2.48730258021187,2,SS
23,2.2652433952044677,2,SS
22,2.213962163648835,2,SS
18,1.9733409380430593,2,SS
24,1.9521279213558191,2,SS
24,2.307190700180146,2,SS
23,2.2831660897799475,2,SS
21,2.45746460333777,2,SS
27,2.5570003355668725,2,SS
27,2.744384708043685,2,SS
23,2.341291834792459,2,SS
26,2.5639769412827933,2,SS
20,1.9284795321947585,2,SS
19,2.4127482062572163,2,SS
24,2.158559831920181,2,SS
23,2.326813130922482,2,SS
23,2.2625718859156474,2,SS
19,1.845069084524579,2,SS
20,2.4707743100179598,2,SS
24,2.2915767869888346,2,SS
17,1.9868676948885629,2,SS
24,2.3706406359206182,2,SS
27,3.019505245646611,2,SS
21,2.228593744258401,2,SS
19,2.434329177642608,2,SS
24,2.3558976981580817,2,SS
24,2.2789406586568233,2,SS
17,2.2967104760114587,2,SS
17,2.01323519132919,2,SS
23,2.401468209864514,2,SS
21,2.0940935928957813,2,SS
23,2.3564843346406077,2,SS
24,2.352223793956558,2,SS
20,1.9457109941140716,2,SS
20,2.2779647213675056,2,SS
21,2.1111108017310625,2,SS
23,2.3564843346406077,2,SS
24,2.4020510321845108,2,SS
27,2.6672885672493853,2,SS
28,2.866767104843587,2,SS
21,2.1391913377121465,2,SS
28,2.6481142269020137,2,SS
20,2.0393197834104635,2,SS
21,2.1391913377121465,2,SS
22,2.402022722909406,2,SS
23,2.275712153157183,2,SS
21,2.1200602269070834,2,SS
21,2.1477937534776457,2,SS
21,1.9860839877516774,2,SS
23,2.4130588349230426,2,SS
21,2.3072060725527317,2,SS
28,2.433491625438257,2,SS
22,2.394747343848926,2,SS
22,2.505317794573229,2,SS
17,2.290166135465252,2,SS
18,1.9733409380430593,2,SS
27,2.949916729812228,2,SS
21,2.5257231913387654,2,SS
20,2.024316241159527,2,SS
24,2.256854037665451,2,SS
18,1.934922097192851,2,SS
26,2.5639769412827933,2,SS
20,2.1776649953110128,2,SS
23,2.312750847553921,2,SS
17,2.2909378647422365,2,SS
22,2.3043809157864668,2,SS
22,2.477022236395002,2,SS
21,2.390090261533979,2,SS
21,2.3442486132407363,2,SS
22,2.4455618549534015,2,SS
24,2.279654653443421,2,SS
18,2.0807363914453587,2,SS
30,3.026478725997907,2,SS
21,2.1200602269070834,2,SS
30,3.006088226046364,2,SS
14,2.232267828842626,2,SS
19,2.3784224883471783,2,SS
21,2.1791445351536187,2,SS
24,2.529219685766499,2,SS
22,2.4701746536840545,2,SS
19,2.511855260053639,2,SS
18,2.057698283012101,2,SS
21,2.3501681196660975,2,SS
24,2.3534148899466043,2,SS
18,2.2333538397494377,2,SS
21,2.4161107614055854,2,SS
21,2.228593744258401,2,SS
18,2.2036708980634763,2,SS
17,1.8585655884643069,2,SS
23,2.319495178012403,2,SS
27,2.4795818980730675,2,SS
22,2.179597448842162,2,SS
24,2.3324991262361072,2,SS
23,2.311743479329595,2,SS
18,1.825976311591841,2,SS
18,2.2036708980634763,2,SS
21,1.9371887986560212,2,SS
21,2.1791445351536187,2,SS
21,2.1279971448522286,2,SS
22,2.250801960447282,2,SS
20,2.022088173181832,2,SS
22,2.0983228363249915,2,SS
25,2.3231056421082212,2,SS
17,2.233691935970884,2,SS
17,1.963635592916718,2,SS
21,2.1391913377121465,2,SS
23,2.311743479329595,2,SS
28,2.7642804740988463,2,SS
18,2.2333538397494377,2,SS
21,2.2296687213852784,2,SS
18,1.653684114149799,2,SS
20,2.48730258021187,2,SS
22,2.402022722909406,2,SS
21,2.0838065303225175,2,SS
21,2.1791445351536187,2,SS
25,2.6009680740348027,2,SS
18,2.057698283012101,2,SS
23,2.1498628678322502,2,SS
22,2.238416432239107,2,SS
17,2.245560630457945,2,SS
17,2.01323519132919,2,SS
20,2.223645141642542,2,SS
27,2.8360910286918806,2,SS
24,2.406364530296449,2,SS
30,3.026478725997907,2,SS
26,2.418192661186471,2,SS
21,1.9040712404278342,2,SS
18,1.992205454747754,2,SS
25,2.4673198819503286,2,SS
21,2.0042809748482293,2,SS
23,1.976130780909908,2,SS
23,2.0153590154639605,2,SS
24,2.3734979384314867,2,SS
18,2.1543430455042896,2,SS
21,1.8127581306218794,2,SS
17,2.1683177487605256,2,SS
18,2.494747616967502,2,SS
22,2.336800705377615,2,SS
18,1.9149726905739646,2,SS
22,2.0998715624479942,2,SS
20,1.9047582130867207,2,SS
23,2.4017386691458253,2,SS
22,1.9525422989451078,2,SS
17,2.0913611740629356,2,SS
23,2.413667178388163,2,SS
21,2.4507731200450706,2,SS
25,2.373465377892048,2,SS
27,2.7897278611445615,2,SS
23,2.2625718859156474,2,SS
24,2.450470764445925,2,SS
20,2.3453730562964705,2,SS
24,2.288717573951782,2,SS
21,2.2318763897002243,2,SS
23,2.2625718859156474,2,SS
20,2.1979874281750686,2,SS
18,2.1571207451130388,2,SS
17,2.01323519132919,2,SS
23,2.4584486918626087,2,SS
23,2.168786903851704,2,SS
21,2.0940935928957813,2,SS
25,2.4814276363048133,2,SS
19,2.3437354950060736,2,SS
25,2.1408393530134675,2,SS
20,1.9973169288184685,2,SS
27,2.5720209364542086,2,SS
22,2.2343804526354396,2,SS
22,2.477022236395002,2,SS
23,2.319495178012403,2,SS
21,2.1607228307094064,2,SS
22,2.1816288995329853,2,SS
30,3.006088226046364,2,SS
22,2.655279794160537,2,SS
24,2.572955536995943,2,SS
21,2.0940935928957813,2,SS
27,2.900519095327894,2,SS
22,2.01472940067792,2,SS
25,2.4673198819503286,2,SS
26,2.3665694432314313,2,SS
25,2.090752765520037,2,SS
21,2.154810934790285,2,SS
21,2.2318763897002243,2,SS
21,1.96807401964327,2,SS
21,1.967360360207097,2,SS
22,2.0876382625258834,2,SS
19,1.9818664364997731,2,SS
24,2.3734979384314867,2,SS
22,2.0463439246017767,2,SS
24,2.485534918498048,2,SS
21,2.0940935928957813,2,SS
28,2.496636010840623,2,SS
20,2.144422399632793,2,SS
21,2.056760929365652,2,SS
20,1.9973169288184685,2,SS
20,2.144422399632793,2,SS
24,2.158559831920181,2,SS
20,2.0837926087793237,2,SS
21,1.930913855469897,2,SS
24,2.5000238175433767,2,SS
21,2.0940935928957813,2,SS
23,2.44692865921818,2,SS
21,2.1843841108628634,2,SS
21,2.1279971448522286,2,SS
21,2.234470607470998,2,SS
19,1.7368587222127012,2,SS
23,2.0582962533711062,2,SS
19,2.4127482062572163,2,SS
24,2.3309044036798294,2,SS
23,2.0153590154639605,2,SS
23,2.331024371563474,2,SS
23,2.2595656870182284,2,SS
24,2.360504167628314,2,SS
23,2.3564843346406077,2,SS
27,2.8360910286918806,2,SS
23,2.5270875507292723,2,SS
26,2.25489005468787,2,SS
19,2.4127482062572163,2,SS
22,2.561733600241062,2,SS
18,2.303063348477857,2,SS
25,2.360723080884197,2,SS
22,2.235454717490596,2,SS
21,2.1607228307094064,2,SS
20,1.9973169288184685,2,SS
19,2.4127482062572163,2,SS
27,2.853265105843478,2,SS
28,2.9357843788097076,2,SS
27,2.744384708043685,2,SS
24,2.4172124176339707,2,SS
22,2.0305677929527266,2,SS
27,2.4751818918240653,2,SS
23,2.331024371563474,2,SS
28,2.8354382008075327,2,SS
20,2.144422399632793,2,SS
22,2.345924563926998,2,SS
18,2.2333538397494377,2,SS
21,2.1207981790925214,2,SS
19,2.3498262050010923,2,SS
18,2.1680085128016,2,SS
19,1.9953817121163206,2,SS
22,2.3817201725903416,2,SS
22,2.250801960447282,2,SS
22,2.0983228363249915,2,SS
20,2.223645141642542,2,SS
20,2.223645141642542,2,SS
23,2.370947326744685,2,SS
20,2.3004734616506517,2,SS
17,2.308898121134448,2,SS
24,2.3514883515590976,2,SS
20,1.9973169288184685,2,SS
21,2.2378153843502853,2,SS
22,2.3833994948180073,2,SS
20,2.16462926365095,2,SS
20,2.16462926365095,2,SS
24,2.6400179179457894,2,SS
21,2.0994604246761686,2,SS
19,2.3596960905474846,2,SS
23,2.4584486918626087,2,SS
29,3.0440728716016454,2,SS
20,2.3043111207022435,2,SS
21,2.1207981790925214,2,SS
21,2.3442486132407363,2,SS
28,2.6481142269020137,2,SS
20,2.2224205146632157,2,SS
21,2.4507731200450706,2,SS
22,2.3435361111034894,2,SS
18,1.9795147360281726,2,SS
26,2.639917965375926,2,SS
28,2.6481142269020137,2,SS
25,2.330046196617992,2,SS
21,2.1111108017310625,2,SS
21,2.219121454657053,2,SS
20,2.133076897000562,2,SS
23,2.3030526563511198,2,SS
23,2.445121609122453,2,SS
21,2.108424457346,2,SS
20,2.354085189498517,2,SS
16,2.276269837910269,2,SS
23,2.5864997564831635,2,SS
22,2.506074550070171,2,SS
23,2.269603344220144,2,SS
19,2.5089932473319867,2,SS
20,2.2224205146632157,2,SS
17,2.290166135465252,2,SS
18,1.8755615175618998,2,SS
20,2.2524695301719837,2,SS
18,2.036798747479351,2,SS
22,2.0890080092477903,2,SS
24,2.3734979384314867,2,SS
22,2.514437257207478,2,SS
20,2.4707743100179598,2,SS
23,2.5751761151403,2,SS
16,2.2516248743738148,2,SS
22,2.299849178807933,2,SS
22,2.239812425243395,2,SS
28,2.9414346849832356,2,SS
18,2.274896294545335,2,SS
22,2.239812425243395,2,SS
18,2.400198857027524,2,SS
23,2.5864997564831635,2,SS
24,2.028747616819918,2,SS
18,2.0807363914453587,2,SS
