richness,shannon,k,design
20,2.3453730562964705,2,SS
18,2.036798747479351,2,SS
22,2.235454717490596,2,SS
21,2.383570231945768,2,SS
17,1.8585655884643069,2,SS
21,2.333381529311227,2,SS
24,2.263076682085399,2,SS
22,2.3876161951712462,2,SS
19,2.3087304171257275,2,SS
22,2.1776688622592912,2,SS
23,2.3564843346406077,2,SS
20,2.097707692752387,2,SS
22,2.0425106963809023,2,SS
21,2.3442486132407363,2,SS
19,1.7368587222127012,2,SS
22,2.053383419159216,2,SS
26,2.2957258410258397,2,SS
24,2.247469057705223,2,SS
21,2.452865498281868,2,SS
18,2.057698283012101,2,SS
21,2.2959051107321695,2,SS
22,2.3225824477481956,2,SS
19,2.5089932473319867,2,SS
25,2.9049836680809755,2,SS
17,2.1683177487605256,2,SS
19,2.09662838490362,2,SS
20,2.1990944578724623,2,SS
27,2.5720209364542086,2,SS
22,2.2040370207069437,2,SS
21,2.140348708272809,2,SS
26,2.69117637608251,2,SS
21,2.3138417910044633,2,SS
24,2.0839200653480567,2,SS
21,2.3857548906133905,2,SS
23,2.5722568615633707,2,SS
22,2.235454717490596,2,SS
23,2.3030526563511198,2,SS
20,1.9457109941140716,2,SS
18,1.8903083369261628,2,SS
27,2.5570003355668725,2,SS
18,2.2930942009568454,2,SS
23,2.1498628678322502,2,SS
29,2.4549816160104485,2,SS
20,1.9457109941140716,2,SS
22,2.0463439246017767,2,SS
23,2.1498628678322502,2,SS
23,2.0582962533711062,2,SS
27,2.632659987913615,2,SS
18,1.934922097192851,2,SS
25,2.2056986408196653,2,SS
24,2.233966714490591,2,SS
22,2.250801960447282,2,SS
18,1.653684114149799,2,SS
17,2.156490675550678,2,SS
23,2.243772811017931,2,SS
24,2.144281907944507,2,SS
26,2.5898327450026772,2,SS
20,1.9973169288184685,2,SS
23,2.1498628678322502,2,SS
19,2.415688084617099,2,SS
18,1.9733409380430593,2,SS
19,2.2226341366304734,2,SS
23,2.4584486918626087,2,SS
22,2.3588644084265646,2,SS
17,2.4382790545910487,2,SS
21,2.5257231913387654,2,SS
18,1.653684114149799,2,SS
23,2.6973146334336855,2,SS
23,2.3614797612524767,2,SS
16,2.2516248743738148,2,SS
21,1.951477887135622,2,SS
24,2.351234858525568,2,SS
23,2.3534610402901457,2,SS
21,2.3248852515924003,2,SS
19,2.146578483255535,2,SS
23,2.3030526563511198,2,SS
24,2.261528600677436,2,SS
19,2.2226341366304734,2,SS
24,2.342678903849282,2,SS
21,1.9736520179010828,2,SS
23,2.180856050087125,2,SS
18,1.7955443328970109,2,SS
17,2.308898121134448,2,SS
20,2.2696050497215685,2,SS
24,2.5115356607205834,2,SS
20,1.9574266039176693,2,SS
22,2.336800705377615,2,SS
24,2.3324991262361072,2,SS
24,2.4952414929183404,2,SS
25,3.0114023248681923,2,SS
27,2.7897278611445615,2,SS
24,2.247469057705223,2,SS
19,1.9953817121163206,2,SS
24,2.529219685766499,2,SS
23,1.9404464237281727,2,SS
23,2.247166681680236,2,SS
27,2.0322125790909142,2,SS
19,1.845069084524579,2,SS
22,2.0044461024918605,2,SS
23,2.1498628678322502,2,SS
23,2.5597991245549414,2,SS
27,2.825915323356925,2,SS
18,1.9795147360281726,2,SS
20,2.583807004067404,2,SS
21,2.0940935928957813,2,SS
20,2.1776649953110128,2,SS
24,2.2060939774728094,2,SS
28,2.9414346849832356,2,SS
22,2.278140171320273,2,SS
19,2.513832919024983,2,SS
19,2.0295079263178004,2,SS
20,2.2267815556247146,2,SS
18,1.9149726905739646,2,SS
25,2.3730234726050337,2,SS
21,1.8115634244397554,2,SS
19,1.9818664364997731,2,SS
21,1.951477887135622,2,SS
17,2.0913611740629356,2,SS
18,1.934922097192851,2,SS
20,1.974614120835403,2,SS
23,2.2878530113996036,2,SS
28,2.9414346849832356,2,SS
20,2.2329858629706885,2,SS
21,2.129395320799445,2,SS
22,2.0983228363249915,2,SS
28,2.729855891655938,2,SS
20,2.2224205146632157,2,SS
24,2.4321931298128456,2,SS
22,2.1352434421314173,2,SS
25,2.5533971586674866,2,SS
19,2.2476276155242374,2,SS
21,2.056760929365652,2,SS
23,2.3042872974991,2,SS
20,2.2696050497215685,2,SS
28,2.8354382008075327,2,SS
24,2.521518406236891,2,SS
24,2.6141977539151924,2,SS
27,2.5570003355668725,2,SS
21,1.96807401964327,2,SS
28,2.866767104843587,2,SS
18,2.4148616984860287,2,SS
22,2.402022722909406,2,SS
21,2.1791445351536187,2,SS
18,1.934922097192851,2,SS
22,2.3588644084265646,2,SS
20,2.440895645840953,2,SS
23,1.9404464237281727,2,SS
24,2.2155670272712142,2,SS
21,2.3501681196660975,2,SS
24,2.0839200653480567,2,SS
23,2.3564843346406077,2,SS
23,2.6472834697723875,2,SS
19,2.3784224883471783,2,SS
21,2.242326927666421,2,SS
23,2.1521867725140162,2,SS
21,2.2121735623849936,2,SS
26,2.418192661186471,2,SS
19,1.9383185472492686,2,SS
17,2.1683177487605256,2,SS
18,2.2333538397494377,2,SS
28,2.83718044759409,2,SS
27,2.7897278611445615,2,SS
23,2.5056271843735534,2,SS
23,2.2715418319234546,2,SS
30,3.026478725997907,2,SS
17,1.9868676948885629,2,SS
27,2.524334657159677,2,SS
19,2.0951114037952165,2,SS
17,2.308898121134448,2,SS
20,2.2099360542946975,2,SS
22,2.4302999839240575,2,SS
24,2.3324991262361072,2,SS
18,2.468655302676008,2,SS
27,2.8529516203487932,2,SS
23,1.976130780909908,2,SS
23,2.3030526563511198,2,SS
19,2.0926318573277887,2,SS
18,1.653684114149799,2,SS
18,2.2930942009568454,2,SS
25,2.211623713557664,2,SS
18,2.494747616967502,2,SS
22,2.250801960447282,2,SS
23,2.4246235227976762,2,SS
26,2.94919311348094,2,SS
23,2.2715418319234546,2,SS
23,2.6351124900562404,2,SS
25,2.243960072800794,2,SS
23,2.3483220391403843,2,SS
21,1.9860839877516774,2,SS
22,2.213962163648835,2,SS
23,2.354240260372853,2,SS
16,2.304783270985845,2,SS
27,2.5570003355668725,2,SS
22,2.2521608261405355,2,SS
21,2.3523287400074997,2,SS
20,2.513485822124208,2,SS
26,2.5549132661510585,3,SL
26,2.372636096906011,3,SL
25,2.429276713001964,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
24,2.482391252818736,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
25,2.6294105939398413,3,SL
25,2.3867640560402856,3,SL
27,2.2304632753292837,3,SL
25,2.5746151608084,3,SL
22,2.500476627588377,3,SL
25,2.5746151608084,3,SL
26,2.5549132661510585,3,SL
23,2.4473069444082127,3,SL
25,2.3867640560402856,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
23,2.545740421066445,3,SL
22,2.500476627588377,3,SL
24,2.626494645725055,3,SL
25,2.382750981793182,3,SL
27,2.2304632753292837,3,SL
24,2.548298971970324,3,SL
22,2.500476627588377,3,SL
26,2.584789516799842,3,SL
27,2.2304632753292837,3,SL
26,2.676792511924891,3,SL
23,2.545740421066445,3,SL
27,2.5057713863506508,3,SL
24,2.626494645725055,3,SL
24,2.800449995562078,3,SL
23,2.4473069444082127,3,SL
25,2.429276713001964,3,SL
24,2.548298971970324,3,SL
23,2.4473069444082127,3,SL
24,2.800449995562078,3,SL
25,2.3028144513327344,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
25,2.525478342041429,3,SL
25,2.253099217689262,3,SL
27,2.2304632753292837,3,SL
25,2.525478342041429,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
23,2.47499414877303,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
24,2.800449995562078,3,SL
24,2.548298971970324,3,SL
27,2.5057713863506508,3,SL
26,2.584789516799842,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
25,2.72124410228809,3,SL
25,2.253099217689262,3,SL
25,2.5746151608084,3,SL
25,2.3867640560402856,3,SL
27,2.2304632753292837,3,SL
25,2.6294105939398413,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
22,2.2443249309506874,3,SL
25,2.605875244804515,3,SL
25,2.3240292597827996,3,SL
26,2.372636096906011,3,SL
26,2.607309510488041,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
26,2.676792511924891,3,SL
23,2.4473069444082127,3,SL
24,2.800449995562078,3,SL
25,2.5746151608084,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
25,2.382750981793182,3,SL
25,2.72124410228809,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
26,2.676792511924891,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
24,2.548298971970324,3,SL
24,2.626494645725055,3,SL
25,2.525478342041429,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
25,2.3028144513327344,3,SL
22,2.500476627588377,3,SL
24,2.4703445073676638,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
25,2.72124410228809,3,SL
27,2.2304632753292837,3,SL
25,2.5746151608084,3,SL
22,2.500476627588377,3,SL
26,2.676792511924891,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
25,2.6294105939398413,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
26,2.607309510488041,3,SL
24,2.626494645725055,3,SL
26,2.355720610196667,3,SL
26,2.607309510488041,3,SL
22,2.500476627588377,3,SL
25,2.3028144513327344,3,SL
22,2.2443249309506874,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
23,2.545740421066445,3,SL
22,2.500476627588377,3,SL
27,2.5057713863506508,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
25,2.525478342041429,3,SL
26,2.372636096906011,3,SL
23,2.4473069444082127,3,SL
25,2.3867640560402856,3,SL
25,2.72124410228809,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
27,2.5057713863506508,3,SL
23,2.47499414877303,3,SL
22,2.500476627588377,3,SL
24,2.482391252818736,3,SL
25,2.3240292597827996,3,SL
22,2.500476627588377,3,SL
26,2.584789516799842,3,SL
25,2.6294105939398413,3,SL
22,2.2443249309506874,3,SL
26,2.607309510488041,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.545740421066445,3,SL
23,2.4473069444082127,3,SL
23,2.47499414877303,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
25,2.5677640629112326,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
25,2.3028144513327344,3,SL
24,2.626494645725055,3,SL
22,2.2443249309506874,3,SL
23,2.3735224687451897,3,SL
22,2.500476627588377,3,SL
25,2.3028144513327344,3,SL
23,2.4473069444082127,3,SL
25,2.429276713001964,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
25,2.6294105939398413,3,SL
25,2.253099217689262,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
26,2.676792511924891,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
25,2.382750981793182,3,SL
22,2.500476627588377,3,SL
23,2.545740421066445,3,SL
25,2.525478342041429,3,SL
27,2.2304632753292837,3,SL
25,2.253099217689262,3,SL
23,2.4473069444082127,3,SL
26,2.5549132661510585,3,SL
22,2.500476627588377,3,SL
24,2.4703445073676638,3,SL
23,2.4473069444082127,3,SL
27,2.5057713863506508,3,SL
25,2.382750981793182,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
25,2.5677640629112326,3,SL
26,2.5549132661510585,3,SL
25,2.605875244804515,3,SL
25,2.6294105939398413,3,SL
24,2.548298971970324,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
26,2.607309510488041,3,SL
23,2.4473069444082127,3,SL
24,2.548298971970324,3,SL
23,2.4473069444082127,3,SL
25,2.525478342041429,3,SL
25,2.253099217689262,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
25,2.5677640629112326,3,SL
25,2.382750981793182,3,SL
25,2.382750981793182,3,SL
25,2.3867640560402856,3,SL
24,2.800449995562078,3,SL
23,2.4473069444082127,3,SL
24,2.548298971970324,3,SL
25,2.429276713001964,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
24,2.548298971970324,3,SL
23,2.47499414877303,3,SL
26,2.355720610196667,3,SL
26,2.355720610196667,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
24,2.800449995562078,3,SL
27,2.2304632753292837,3,SL
25,2.3867640560402856,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
24,2.626494645725055,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
26,2.676792511924891,3,SL
23,2.47499414877303,3,SL
22,2.500476627588377,3,SL
24,2.482391252818736,3,SL
26,2.372636096906011,3,SL
23,2.4473069444082127,3,SL
25,2.429276713001964,3,SL
26,2.372636096906011,3,SL
27,2.2304632753292837,3,SL
26,2.48806282419853,3,SL
23,2.4473069444082127,3,SL
26,2.6203846189589766,3,SL
27,2.2304632753292837,3,SL
25,2.525478342041429,3,SL
26,2.5549132661510585,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
24,2.800449995562078,3,SL
25,2.6294105939398413,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
26,2.355720610196667,3,SL
27,2.2304632753292837,3,SL
26,2.6203846189589766,3,SL
24,2.548298971970324,3,SL
25,2.5746151608084,3,SL
23,2.4473069444082127,3,SL
25,2.525478342041429,3,SL
23,2.4473069444082127,3,SL
26,2.5549132661510585,3,SL
24,2.4703445073676638,3,SL
27,2.2304632753292837,3,SL
26,2.355720610196667,3,SL
25,2.5677640629112326,3,SL
22,2.500476627588377,3,SL
26,2.48806282419853,3,SL
24,2.482391252818736,3,SL
27,2.2304632753292837,3,SL
24,2.800449995562078,3,SL
25,2.253099217689262,3,SL
25,2.72124410228809,3,SL
25,2.382750981793182,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
25,2.6294105939398413,3,SL
22,2.500476627588377,3,SL
23,2.3735224687451897,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
24,2.4703445073676638,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
27,2.5057713863506508,3,SL
23,2.4473069444082127,3,SL
25,2.3867640560402856,3,SL
26,2.5549132661510585,3,SL
24,2.4703445073676638,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
25,2.6294105939398413,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
24,2.548298971970324,3,SL
26,2.584789516799842,3,SL
25,2.3240292597827996,3,SL
27,2.2304632753292837,3,SL
26,2.355720610196667,3,SL
22,2.500476627588377,3,SL
25,2.3867640560402856,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
25,2.605875244804515,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
25,2.3028144513327344,3,SL
22,2.500476627588377,3,SL
25,2.605875244804515,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
25,2.5746151608084,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
26,2.607309510488041,3,SL
25,2.3028144513327344,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
24,2.4703445073676638,3,SL
23,2.4473069444082127,3,SL
27,2.5057713863506508,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
26,2.48806282419853,3,SL
23,2.47499414877303,3,SL
25,2.429276713001964,3,SL
25,2.5746151608084,3,SL
23,2.4473069444082127,3,SL
23,2.47499414877303,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
25,2.6294105939398413,3,SL
22,2.500476627588377,3,SL
26,2.676792511924891,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
25,2.253099217689262,3,SL
27,2.5057713863506508,3,SL
25,2.72124410228809,3,SL
22,2.500476627588377,3,SL
24,2.4703445073676638,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
25,2.3867640560402856,3,SL
26,2.372636096906011,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
26,2.5549132661510585,3,SL
27,2.2304632753292837,3,SL
26,2.607309510488041,3,SL
25,2.6294105939398413,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
27,2.5057713863506508,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
24,2.800449995562078,3,SL
25,2.3867640560402856,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
23,2.4473069444082127,3,SL
22,2.2443249309506874,3,SL
26,2.355720610196667,3,SL
23,2.3735224687451897,3,SL
27,2.2304632753292837,3,SL
23,2.545740421066445,3,SL
26,2.48806282419853,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.47499414877303,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
26,2.48806282419853,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
25,2.72124410228809,3,SL
25,2.72124410228809,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
25,2.525478342041429,3,SL
23,2.4473069444082127,3,SL
22,2.500476627588377,3,SL
25,2.6294105939398413,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
24,2.800449995562078,3,SL
23,2.4473069444082127,3,SL
24,2.626494645725055,3,SL
27,2.2304632753292837,3,SL
25,2.5677640629112326,3,SL
24,2.482391252818736,3,SL
22,2.500476627588377,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
27,2.5057713863506508,3,SL
22,2.500476627588377,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
25,2.5746151608084,3,SL
25,2.72124410228809,3,SL
25,2.3028144513327344,3,SL
23,2.4473069444082127,3,SL
22,2.2443249309506874,3,SL
23,2.545740421066445,3,SL
25,2.3867640560402856,3,SL
26,2.48806282419853,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
26,2.355720610196667,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
23,2.47499414877303,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
24,2.626494645725055,3,SL
26,2.607309510488041,3,SL
22,2.500476627588377,3,SL
24,2.548298971970324,3,SL
25,2.3867640560402856,3,SL
22,2.500476627588377,3,SL
22,2.500476627588377,3,SL
24,2.626494645725055,3,SL
26,2.5549132661510585,3,SL
27,2.2304632753292837,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
26,2.584789516799842,3,SL
27,2.2304632753292837,3,SL
22,2.500476627588377,3,SL
24,2.800449995562078,3,SL
24,2.4703445073676638,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
25,2.525478342041429,3,SL
25,2.429276713001964,3,SL
27,2.2304632753292837,3,SL
25,2.6294105939398413,3,SL
23,2.4473069444082127,3,SL
25,2.3028144513327344,3,SL
27,2.2304632753292837,3,SL
26,2.607309510488041,3,SL
26,2.372636096906011,3,SL
26,2.584789516799842,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
24,2.482391252818736,3,SL
26,2.355720610196667,3,SL
26,2.607309510488041,3,SL
26,2.5549132661510585,3,SL
24,2.4703445073676638,3,SL
25,2.5746151608084,3,SL
26,2.355720610196667,3,SL
27,2.2304632753292837,3,SL
23,2.4473069444082127,3,SL
27,2.2304632753292837,3,SL
26,2.372636096906011,3,SL
24,2.4703445073676638,3,SL
24,2.482391252818736,3,SL
23,2.4473069444082127,3,SL
29,2.7311153245371003,3,SS
25,2.0924167607300888,3,SS
23,2.384398524528775,3,SS
23,2.3493077875052912,3,SS
30,2.9754769439387654,3,SS
21,2.228586525403644,3,SS
25,2.425105021737853,3,SS
28,2.6338620544144193,3,SS
25,2.3803883927273897,3,SS
28,2.3390339859736877,3,SS
25,2.1621287945333583,3,SS
20,2.1673726907502573,3,SS
21,2.2361080943363234,3,SS
28,2.3727327475404096,3,SS
30,2.9309095673868266,3,SS
22,2.229142131919764,3,SS
30,2.9892830470615848,3,SS
24,2.498962349073075,3,SS
26,2.165732377598641,3,SS
24,1.9808557073572717,3,SS
23,2.1571235502983352,3,SS
28,2.8781632527732715,3,SS
27,2.446459782984013,3,SS
25,2.346034407880996,3,SS
25,2.311395762560087,3,SS
22,2.1167696524993116,3,SS
27,2.5589322802315557,3,SS
27,2.387573296494034,3,SS
26,2.408112372508877,3,SS
22,2.3338024417607173,3,SS
25,2.511450817987897,3,SS
27,2.280463345846552,3,SS
29,2.8967237997186777,3,SS
23,1.9962392916788492,3,SS
25,2.2988087661073973,3,SS
19,2.28574247758896,3,SS
23,2.3572848805174553,3,SS
30,2.6772054680734083,3,SS
20,1.9113207748116374,3,SS
23,2.2353200303989187,3,SS
28,2.5689459835430903,3,SS
28,2.6306704093202997,3,SS
23,2.1579111539745384,3,SS
26,2.387687519792792,3,SS
24,2.0973992914519792,3,SS
26,2.498537795440043,3,SS
20,2.336448240504683,3,SS
24,2.3209258013429888,3,SS
24,2.3350540645381073,3,SS
23,2.329232891426315,3,SS
21,2.0713844039997786,3,SS
25,2.351089331355692,3,SS
23,2.4765230265168054,3,SS
27,2.5490982420623287,3,SS
28,2.114499149818026,3,SS
28,2.8485686972603177,3,SS
23,2.3721952871193057,3,SS
24,2.6106704222698016,3,SS
24,2.105524325026645,3,SS
29,2.569342741986147,3,SS
24,2.356297196198022,3,SS
20,2.458058552877164,3,SS
25,2.3446134422832694,3,SS
22,2.204100459818153,3,SS
23,2.19463411461285,3,SS
24,2.1521566031303063,3,SS
22,2.6183436741713297,3,SS
28,2.549278550487493,3,SS
21,2.375356840766893,3,SS
23,2.2824182975215135,3,SS
18,2.2024420765022565,3,SS
26,2.249137862098872,3,SS
27,2.290566254348747,3,SS
29,2.6814503149443447,3,SS
27,2.60985284081343,3,SS
28,2.4605439718069846,3,SS
22,2.1291520612545476,3,SS
23,1.9946772427984516,3,SS
24,2.261213434244914,3,SS
25,2.6275561322936314,3,SS
27,2.4073181213577435,3,SS
24,2.2744389063597943,3,SS
24,2.335252436025368,3,SS
22,2.4213488244163908,3,SS
26,2.3802848527556937,3,SS
23,2.235364693083896,3,SS
20,1.8997937460581318,3,SS
23,2.2768427363017505,3,SS
20,2.124484978783279,3,SS
20,2.1269895701789574,3,SS
24,2.2991169532444315,3,SS
24,2.2698129673306715,3,SS
21,2.1896762882135032,3,SS
24,2.1061011786762487,3,SS
24,2.294210762314438,3,SS
25,2.6034592803863554,3,SS
24,2.3950025070060126,3,SS
24,2.291317124256258,3,SS
21,2.2361080943363234,3,SS
28,2.8485686972603177,3,SS
24,2.6177538440689374,3,SS
25,2.383109460411647,3,SS
28,2.28832054852127,3,SS
27,2.5940638361424737,3,SS
25,2.4070843552160013,3,SS
23,2.515356748533916,3,SS
26,2.4726301493650356,3,SS
23,2.45386806537553,3,SS
26,1.9380917088725695,3,SS
23,2.2494687677839815,3,SS
24,2.313233424420224,3,SS
21,2.189405004868503,3,SS
21,2.091493155369332,3,SS
27,2.3789517891529255,3,SS
27,2.5892594111226446,3,SS
22,2.3154383506463327,3,SS
23,2.3365369334644703,3,SS
22,2.3892786141153213,3,SS
25,2.02072414321179,3,SS
25,2.4468811467943525,3,SS
28,3.0226659227715267,3,SS
28,2.746761716478065,3,SS
27,2.7647270204240857,3,SS
24,2.311006212105235,3,SS
22,2.0491787019017784,3,SS
21,2.124958229134472,3,SS
25,2.3939585441794557,3,SS
28,2.566339617523137,3,SS
26,2.4019680068347533,3,SS
27,2.6372504452514627,3,SS
26,2.4690560304766502,3,SS
26,2.258148298154038,3,SS
25,2.3869222627711975,3,SS
22,2.190148949577961,3,SS
24,2.1400943665984946,3,SS
22,2.3024067367071,3,SS
28,2.082832955316441,3,SS
29,2.620099330923793,3,SS
24,2.1996414705018132,3,SS
24,2.186757201593221,3,SS
26,2.2862134686663893,3,SS
23,2.295397869449378,3,SS
20,1.9141308286536327,3,SS
27,2.6568619820866597,3,SS
27,2.567682930010467,3,SS
30,2.819496694496159,3,SS
23,2.586183572335775,3,SS
27,2.5211401470556956,3,SS
26,2.4220162076759437,3,SS
23,2.1374099065184473,3,SS
20,1.9141308286536327,3,SS
22,2.190148949577961,3,SS
28,2.613916649539732,3,SS
29,2.6895703290735806,3,SS
20,1.7264402859280434,3,SS
21,2.129662779419076,3,SS
24,2.2377705177530145,3,SS
24,2.422167412420948,3,SS
24,2.1361765227908207,3,SS
28,2.59407532346426,3,SS
22,2.3451085953045907,3,SS
19,2.234777379912081,3,SS
21,2.3577785931909307,3,SS
19,1.9513632233619196,3,SS
27,2.7656546195312144,3,SS
24,2.1521566031303063,3,SS
23,2.515352546081024,3,SS
26,2.6161872973648324,3,SS
27,2.524508187203292,3,SS
23,2.408641376705723,3,SS
25,2.3173577782178256,3,SS
27,2.4366394617936864,3,SS
27,2.354301011986965,3,SS
24,2.3242805309116488,3,SS
25,2.305827084919889,3,SS
25,2.268054531035837,3,SS
23,2.393579822036347,3,SS
22,2.1637299469650313,3,SS
22,2.4297237326016727,3,SS
24,2.21872493913113,3,SS
30,2.791283957547138,3,SS
29,2.624929424138607,3,SS
27,2.377693661720491,3,SS
25,2.766954995682633,3,SS
28,2.6543454244828633,3,SS
22,2.104843078222667,3,SS
29,2.8210266177426515,3,SS
25,2.3561294954471657,3,SS
28,2.466622179007575,3,SS
24,2.229218041021128,3,SS
25,2.247614996604626,3,SS
26,2.2346709514046807,3,SS
25,2.0211796991050752,3,SS
29,2.514304487226211,3,SS
27,2.5940638361424737,3,SS
22,2.05474490422504,3,SS
24,2.2069528762314876,3,SS
26,2.4870200317634983,3,SS
26,2.5919652355296967,3,SS
20,2.444356647417745,3,SS
22,2.2635589492691963,3,SS
21,2.180480815476038,3,SS
28,2.8182804119835114,3,SS
