species,treatment,observed_mean,expected_median,expected_parametric,deviation_pct,direction,significant,scenario_id,scenario_type,n_species_full_scope
Trapezia serenei,6,39.666666666666664,28,28,41.666666666666664,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Harpiliopsis spinigera,3,16,15,16.5,-3.0303030303030303,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Harpiliopsis spinigera,6,23.666666666666668,32,33,-28.28282828282828,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Calcinus latens,3,16,9,9.833333333333332,62.711864406779675,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Calcinus latens,6,23,19,19.666666666666664,16.949152542372897,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Dascyllus aruanus,3,13,14,14.833333333333334,-12.359550561797757,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Dascyllus aruanus,6,10,30,29.666666666666668,-66.29213483146067,Below Expected,TRUE,top_038_by_abundance,ranked_top_N,38
Paragobiodon modestus,3,8.333333333333334,9,9.5,-12.280701754385959,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Paragobiodon modestus,6,16.333333333333332,19,19,-14.035087719298252,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Apataxia cerithiiformis,3,7.666666666666666,3,3,155.55555555555554,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Apataxia cerithiiformis,6,27,6,6,350,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Galathea mauritiana,3,5.833333333333334,4,8.5,-31.37254901960784,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Galathea mauritiana,6,14.666666666666666,9,17,-13.725490196078436,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Athanas djiboutensis,3,6.666666666666667,3,5.166666666666667,29.032258064516128,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Athanas djiboutensis,6,14.666666666666666,10,10.333333333333334,41.93548387096773,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Dascyllus flavicaudus,3,5.666666666666667,7,7.333333333333334,-22.727272727272727,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Dascyllus flavicaudus,6,11.666666666666666,14,14.666666666666668,-20.454545454545464,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Alpheus lottini,3,6.833333333333333,5,5.166666666666667,32.25806451612902,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Alpheus lottini,6,13,10,10.333333333333334,25.80645161290322,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Synalpheus charon,3,5.5,5,4.833333333333334,13.793103448275847,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Synalpheus charon,6,10,10,9.666666666666668,3.448275862068953,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Diala albugo,3,4.833333333333333,2,2.5,93.33333333333333,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Diala albugo,6,16,5,5,220,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Cerithium zebrum,3,5.833333333333333,3,3.666666666666667,59.090909090909065,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Cerithium zebrum,6,11.333333333333334,7,7.333333333333334,54.54545454545454,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Chlorodiella barbata,3,5.666666666666666,2,2.5,126.66666666666666,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Chlorodiella barbata,6,9,4,5,80,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Hargeria rapax,3,3.166666666666667,4,3.4999999999999996,-9.523809523809504,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Hargeria rapax,6,9,7,6.999999999999999,28.571428571428587,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Diala semistriata,3,2.333333333333333,2,2.5,-6.6666666666666785,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Diala semistriata,6,9.333333333333334,5,5,86.66666666666667,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Luniella pugil,3,2,2,2.833333333333333,-29.411764705882344,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Luniella pugil,6,7,5,5.666666666666666,23.5294117647059,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Mitrella moleculina,3,0.8333333333333333,0,0.33333333333333326,150.00000000000003,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Mitrella moleculina,6,10.666666666666666,1,0.6666666666666665,1500.0000000000002,Above Expected,TRUE,top_038_by_abundance,ranked_top_N,38
Strigatella assimilis,3,1.1666666666666667,1,1.5,-22.222222222222218,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Strigatella assimilis,6,6.666666666666667,3,3,122.22222222222223,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Menaethius monoceros,3,1.8333333333333333,1,1.666666666666667,9.999999999999975,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Menaethius monoceros,6,4.666666666666667,3,3.333333333333334,39.999999999999986,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Harpiliopsis beaupresii,3,3,1,1.5,100,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Harpiliopsis beaupresii,6,0.33333333333333337,2,3,-88.88888888888887,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Caracanthus maculatus,3,1.5,2,2.5,-40,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Caracanthus maculatus,6,1,5,5,-80,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Morula zebrina,3,0.6666666666666667,0,0.6666666666666666,1.6653345369377348e-14,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Morula zebrina,6,6,1,1.3333333333333333,350.00000000000006,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Carinomitra typha,3,1.1666666666666667,0,0.9999999999999998,16.6666666666667,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Carinomitra typha,6,4,2,1.9999999999999996,100.00000000000006,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Pascula muricata,3,0.5,0,0.16666666666666663,200.00000000000006,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Pascula muricata,6,7,0,0.33333333333333326,2000.0000000000007,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Coralliogalathea humilis,3,2.333333333333333,0,0.8333333333333334,179.99999999999991,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Coralliogalathea humilis,6,1,1,1.6666666666666667,-40,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Stomatolina rubra,3,1.6666666666666665,0,0.33333333333333326,400.00000000000006,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Stomatolina rubra,6,2.6666666666666665,0,0.6666666666666665,300.00000000000006,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Zafra hahajimana,3,0,0,1.1666666666666665,-100,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Zafra hahajimana,6,4.333333333333333,2,2.333333333333333,85.71428571428572,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Xanthias lamarckii,3,1.1666666666666667,0,0.33333333333333326,250.00000000000009,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Xanthias lamarckii,6,3.3333333333333335,1,0.6666666666666665,400.0000000000001,Above Expected,TRUE,top_038_by_abundance,ranked_top_N,38
Cellana taitensis,3,0.8333333333333333,1,1.1666666666666667,-28.571428571428584,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Cellana taitensis,6,2,2,2.3333333333333335,-14.285714285714292,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Halichoeres trimaculatus,3,1,1,1.3333333333333333,-24.999999999999996,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Halichoeres trimaculatus,6,1.3333333333333335,2,2.6666666666666665,-49.99999999999999,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Alpheus diadema,3,0.6666666666666667,1,0.8333333333333334,-19.999999999999996,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Alpheus diadema,6,3,1,1.6666666666666667,79.99999999999999,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Macteola interrupta,3,1,0,0.16666666666666663,500.00000000000017,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Macteola interrupta,6,2.3333333333333335,0,0.33333333333333326,600.0000000000001,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Trapezia tigrina,3,0.6666666666666667,0,0.6666666666666665,3.33066907387547e-14,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Trapezia tigrina,6,2,1,1.333333333333333,50.000000000000036,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Lucilina pacifica,3,0.6666666666666667,0,0.6666666666666665,3.33066907387547e-14,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Lucilina pacifica,6,1.6666666666666665,1,1.333333333333333,25.000000000000018,Proportional,FALSE,top_038_by_abundance,ranked_top_N,38
Fennera chacei,3,51.83333333333333,100,102.16666666666667,-49.265905383360526,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Fennera chacei,6,97.33333333333333,204,204.33333333333334,-52.365415986949436,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Galeropsis monodonta,3,64,47,49,30.612244897959183,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Galeropsis monodonta,6,116.66666666666667,97,98,19.047619047619055,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Periclimenes watamuae,3,22.333333333333332,19,26.666666666666668,-16.25000000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Periclimenes watamuae,6,11,46,53.333333333333336,-79.37500000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia serenei,3,18.5,14,14,32.142857142857146,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia serenei,6,39.666666666666664,28,28,41.666666666666664,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Harpiliopsis spinigera,3,16,15,16.5,-3.0303030303030303,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Harpiliopsis spinigera,6,23.666666666666668,32,33,-28.28282828282828,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Calcinus latens,3,16,9,9.833333333333332,62.711864406779675,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Calcinus latens,6,23,19,19.666666666666664,16.949152542372897,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Dascyllus aruanus,3,13,14,14.833333333333334,-12.359550561797757,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Dascyllus aruanus,6,10,30,29.666666666666668,-66.29213483146067,Below Expected,TRUE,top_050_by_abundance,ranked_top_N,50
Paragobiodon modestus,3,8.333333333333334,9,9.5,-12.280701754385959,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Paragobiodon modestus,6,16.333333333333332,19,19,-14.035087719298252,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Apataxia cerithiiformis,3,7.666666666666666,3,3,155.55555555555554,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Apataxia cerithiiformis,6,27,6,6,350,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Galathea mauritiana,3,5.833333333333334,4,8.5,-31.37254901960784,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Galathea mauritiana,6,14.666666666666666,9,17,-13.725490196078436,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Athanas djiboutensis,3,6.666666666666667,3,5.166666666666667,29.032258064516128,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Athanas djiboutensis,6,14.666666666666666,10,10.333333333333334,41.93548387096773,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Dascyllus flavicaudus,3,5.666666666666667,7,7.333333333333334,-22.727272727272727,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Dascyllus flavicaudus,6,11.666666666666666,14,14.666666666666668,-20.454545454545464,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus lottini,3,6.833333333333333,5,5.166666666666667,32.25806451612902,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus lottini,6,13,10,10.333333333333334,25.80645161290322,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Synalpheus charon,3,5.5,5,4.833333333333334,13.793103448275847,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Synalpheus charon,6,10,10,9.666666666666668,3.448275862068953,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Diala albugo,3,4.833333333333333,2,2.5,93.33333333333333,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Diala albugo,6,16,5,5,220,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Cerithium zebrum,3,5.833333333333333,3,3.666666666666667,59.090909090909065,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Cerithium zebrum,6,11.333333333333334,7,7.333333333333334,54.54545454545454,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Chlorodiella barbata,3,5.666666666666666,2,2.5,126.66666666666666,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Chlorodiella barbata,6,9,4,5,80,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Hargeria rapax,3,3.166666666666667,4,3.4999999999999996,-9.523809523809504,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Hargeria rapax,6,9,7,6.999999999999999,28.571428571428587,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Diala semistriata,3,2.333333333333333,2,2.5,-6.6666666666666785,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Diala semistriata,6,9.333333333333334,5,5,86.66666666666667,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Luniella pugil,3,2,2,2.833333333333333,-29.411764705882344,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Luniella pugil,6,7,5,5.666666666666666,23.5294117647059,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Mitrella moleculina,3,0.8333333333333333,0,0.33333333333333326,150.00000000000003,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Mitrella moleculina,6,10.666666666666666,1,0.6666666666666665,1500.0000000000002,Above Expected,TRUE,top_050_by_abundance,ranked_top_N,50
Strigatella assimilis,3,1.1666666666666667,1,1.5,-22.222222222222218,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Strigatella assimilis,6,6.666666666666667,3,3,122.22222222222223,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Menaethius monoceros,3,1.8333333333333333,1,1.666666666666667,9.999999999999975,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Menaethius monoceros,6,4.666666666666667,3,3.333333333333334,39.999999999999986,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Harpiliopsis beaupresii,3,3,1,1.5,100,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Harpiliopsis beaupresii,6,0.33333333333333337,2,3,-88.88888888888887,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Caracanthus maculatus,3,1.5,2,2.5,-40,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Caracanthus maculatus,6,1,5,5,-80,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Morula zebrina,3,0.6666666666666667,0,0.6666666666666666,1.6653345369377348e-14,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Morula zebrina,6,6,1,1.3333333333333333,350.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Carinomitra typha,3,1.1666666666666667,0,0.9999999999999998,16.6666666666667,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Carinomitra typha,6,4,2,1.9999999999999996,100.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Pascula muricata,3,0.5,0,0.16666666666666663,200.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Pascula muricata,6,7,0,0.33333333333333326,2000.0000000000007,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Coralliogalathea humilis,3,2.333333333333333,0,0.8333333333333334,179.99999999999991,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Coralliogalathea humilis,6,1,1,1.6666666666666667,-40,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Stomatolina rubra,3,1.6666666666666665,0,0.33333333333333326,400.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Stomatolina rubra,6,2.6666666666666665,0,0.6666666666666665,300.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Zafra hahajimana,3,0,0,1.1666666666666665,-100,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Zafra hahajimana,6,4.333333333333333,2,2.333333333333333,85.71428571428572,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Xanthias lamarckii,3,1.1666666666666667,0,0.33333333333333326,250.00000000000009,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Xanthias lamarckii,6,3.3333333333333335,1,0.6666666666666665,400.0000000000001,Above Expected,TRUE,top_050_by_abundance,ranked_top_N,50
Cellana taitensis,3,0.8333333333333333,1,1.1666666666666667,-28.571428571428584,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Cellana taitensis,6,2,2,2.3333333333333335,-14.285714285714292,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Halichoeres trimaculatus,3,1,1,1.3333333333333333,-24.999999999999996,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Halichoeres trimaculatus,6,1.3333333333333335,2,2.6666666666666665,-49.99999999999999,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus diadema,3,0.6666666666666667,1,0.8333333333333334,-19.999999999999996,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus diadema,6,3,1,1.6666666666666667,79.99999999999999,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Macteola interrupta,3,1,0,0.16666666666666663,500.00000000000017,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Macteola interrupta,6,2.3333333333333335,0,0.33333333333333326,600.0000000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia tigrina,3,0.6666666666666667,0,0.6666666666666665,3.33066907387547e-14,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia tigrina,6,2,1,1.333333333333333,50.000000000000036,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Lucilina pacifica,3,0.6666666666666667,0,0.6666666666666665,3.33066907387547e-14,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Lucilina pacifica,6,1.6666666666666665,1,1.333333333333333,25.000000000000018,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia guttata,3,1,0,0.33333333333333326,200.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia guttata,6,1.3333333333333333,0,0.6666666666666665,100.00000000000003,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Vexillum interruptum,3,0.8333333333333333,0,0.5,66.66666666666666,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Vexillum interruptum,6,1,1,1,0,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Euplica varians,3,0.5,0,0.33333333333333326,50.000000000000036,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Euplica varians,6,2,0,0.6666666666666665,200.00000000000006,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Echinometra mathaei,3,0.6666666666666666,0,0.5,33.33333333333333,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Echinometra mathaei,6,0.6666666666666667,1,1,-33.33333333333333,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Paragobiodon lacunicolus,3,0.3333333333333333,0,0.33333333333333326,1.665334536937735e-14,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Paragobiodon lacunicolus,6,1.6666666666666667,1,0.6666666666666665,150.00000000000009,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Stomatella auricula,3,0.5,0,0,NA,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Stomatella auricula,6,2,0,0,NA,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Cystiscus garretti,3,0.5,0,0.1666666666666666,200.00000000000009,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Cystiscus garretti,6,1.3333333333333333,0,0.3333333333333332,300.0000000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Thinora maldivensis,3,0,0,1,-100,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Thinora maldivensis,6,0.6666666666666667,1,2,-66.66666666666666,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Arete indicus,3,0.6666666666666666,0,0.6666666666666665,1.665334536937735e-14,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Arete indicus,6,0,1,1.333333333333333,-100.00000000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus dolerus,3,0,0,0.33333333333333326,-100.00000000000001,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Alpheus dolerus,6,1.6666666666666667,1,0.6666666666666665,150.00000000000009,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Breviturma dentata,3,0.5,0,0.5,0,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Breviturma dentata,6,0.33333333333333337,1,1,-66.66666666666666,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia bidentata,3,0.16666666666666669,1,0.8333333333333334,-80,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Trapezia bidentata,6,0.33333333333333337,1,1.6666666666666667,-80,Proportional,FALSE,top_050_by_abundance,ranked_top_N,50
Fennera chacei,3,51.83333333333333,100,102.16666666666667,-49.265905383360526,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Fennera chacei,6,97.33333333333333,204,204.33333333333334,-52.365415986949436,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Galeropsis monodonta,3,64,47,49,30.612244897959183,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Galeropsis monodonta,6,116.66666666666667,97,98,19.047619047619055,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Periclimenes watamuae,3,22.333333333333332,19,26.666666666666668,-16.25000000000001,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Periclimenes watamuae,6,11,46,53.333333333333336,-79.37500000000001,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Trapezia serenei,3,18.5,14,14,32.142857142857146,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Trapezia serenei,6,39.666666666666664,28,28,41.666666666666664,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Harpiliopsis spinigera,3,16,15,16.5,-3.0303030303030303,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Harpiliopsis spinigera,6,23.666666666666668,32,33,-28.28282828282828,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Calcinus latens,3,16,9,9.833333333333332,62.711864406779675,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Calcinus latens,6,23,19,19.666666666666664,16.949152542372897,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Dascyllus aruanus,3,13,14,14.833333333333334,-12.359550561797757,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Dascyllus aruanus,6,10,30,29.666666666666668,-66.29213483146067,Below Expected,TRUE,top_075_by_abundance,ranked_top_N,75
Paragobiodon modestus,3,8.333333333333334,9,9.5,-12.280701754385959,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Paragobiodon modestus,6,16.333333333333332,19,19,-14.035087719298252,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Apataxia cerithiiformis,3,7.666666666666666,3,3,155.55555555555554,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Apataxia cerithiiformis,6,27,6,6,350,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Galathea mauritiana,3,5.833333333333334,4,8.5,-31.37254901960784,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Galathea mauritiana,6,14.666666666666666,9,17,-13.725490196078436,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Athanas djiboutensis,3,6.666666666666667,3,5.166666666666667,29.032258064516128,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Athanas djiboutensis,6,14.666666666666666,10,10.333333333333334,41.93548387096773,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Dascyllus flavicaudus,3,5.666666666666667,7,7.333333333333334,-22.727272727272727,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Dascyllus flavicaudus,6,11.666666666666666,14,14.666666666666668,-20.454545454545464,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Alpheus lottini,3,6.833333333333333,5,5.166666666666667,32.25806451612902,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Alpheus lottini,6,13,10,10.333333333333334,25.80645161290322,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Synalpheus charon,3,5.5,5,4.833333333333334,13.793103448275847,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Synalpheus charon,6,10,10,9.666666666666668,3.448275862068953,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Diala albugo,3,4.833333333333333,2,2.5,93.33333333333333,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Diala albugo,6,16,5,5,220,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Cerithium zebrum,3,5.833333333333333,3,3.666666666666667,59.090909090909065,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Cerithium zebrum,6,11.333333333333334,7,7.333333333333334,54.54545454545454,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Chlorodiella barbata,3,5.666666666666666,2,2.5,126.66666666666666,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Chlorodiella barbata,6,9,4,5,80,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Hargeria rapax,3,3.166666666666667,4,3.4999999999999996,-9.523809523809504,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Hargeria rapax,6,9,7,6.999999999999999,28.571428571428587,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Diala semistriata,3,2.333333333333333,2,2.5,-6.6666666666666785,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Diala semistriata,6,9.333333333333334,5,5,86.66666666666667,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Luniella pugil,3,2,2,2.833333333333333,-29.411764705882344,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Luniella pugil,6,7,5,5.666666666666666,23.5294117647059,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Mitrella moleculina,3,0.8333333333333333,0,0.33333333333333326,150.00000000000003,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Mitrella moleculina,6,10.666666666666666,1,0.6666666666666665,1500.0000000000002,Above Expected,TRUE,top_075_by_abundance,ranked_top_N,75
Strigatella assimilis,3,1.1666666666666667,1,1.5,-22.222222222222218,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Strigatella assimilis,6,6.666666666666667,3,3,122.22222222222223,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Menaethius monoceros,3,1.8333333333333333,1,1.666666666666667,9.999999999999975,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Menaethius monoceros,6,4.666666666666667,3,3.333333333333334,39.999999999999986,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
Harpiliopsis beaupresii,3,3,1,1.5,100,Proportional,FALSE,top_075_by_abundance,ranked_top_N,75
