effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.09799333521418159,0.2915914881218322,0.33606377142681954,13.361118804319265,0.7420419393920172,-0.5302254106630317,0.726212081091395
fixed,RAW_PC1,-0.3007523518496096,0.11637003030829104,-2.58444851352919,33.41320516291182,0.014304425463849205,-0.5373977820107388,-0.06410692168848031
