effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),-0.07061364172510207,0.3096484892373446,-0.22804452202890269,14.585472808860832,0.8227776879101188,-0.7322512635512992,0.591023980101095
fixed,RAW_PC1,0.2687988703482511,0.15451946989298443,1.739579294016561,40.58809115819475,0.08951229890167661,-0.043355735622265024,0.5809534763187673
