effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),0.0029473080280724155,0.2925341188972879,0.010075091545500198,10.013207504151621,0.9921592834330263,-0.6487428103746092,0.6546374264307541
fixed,HELLINGER_PC1,-0.29044043410637305,0.14171071222991652,-2.049530550909603,38.80384624380153,0.04721300838787144,-0.57712373912327,-0.0037571290894761744
