r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.22048271321905813,0.16201891671048751,1.483604296377437,3.7712691680352286,0.017866306360817878,3,-77.6933478571901,165.3866957143802,174.3076438839715,88.04326832918359,40,44
