coral_id,delta_surface_area,delta_volume,delta_max_height,delta_interstitial,size_corrected_volume_growth,treatment,reef
FE-POC63,164.9453450000001,341.897864,-0.05473955000000075,-16.920256999999765,0.2137736233967615,6,Reef_1-2
FE-POC74,108.15695700000016,983.368611,-2.9909552799999988,-156.77492099999927,0.48896957648299527,3,Reef_1-6
FE-POC76,249.16156800000024,2691.5788250000005,-1.154876613,52.23531000000003,1.4019044330907084,1,Reef_1-7
FE-POC81,168.02258600000005,445.5102587000001,3.820858876999999,-79.27843870000015,0.3746052125733047,1,Reef_2-3
FE-POC83,-417.9851070000002,1278.688723,-0.6144404899999998,-870.0955980000003,0.6160230484086193,3,Reef_2-4
FE-POC97,868.4972880000003,1260.379025,-0.4205226100000008,1470.4522139999997,0.8397214570657215,1,Reef_3-1
FE-POC102,275.6817699999999,956.472089,1.0980811399999997,-133.13968700000032,0.5722867165325533,6,Reef_3-5
FE-POC107,444.419768,1077.5303719,-0.3618210140000002,358.2242491000004,1.071691959147128,1,Reef_3-6
FE-POC114,-47.179246300000045,728.8903264999999,2.47768894,-192.5400314999999,0.7213980365432533,3,Reef_3-9
