effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),-1.321956757603293,1.080907990289867,-1.22300581499891,33.904128093896894,0.22976069036142716,-3.518854907262253,0.8749413920556675
fixed,SQRT_PC1,0.17941878154282462,0.12308154206823972,1.4577228927092092,37.084196041498174,0.153334071937088,-0.06994900048900726,0.4287865635746565
